chrom	length	bases	mean	min	max
TE_00002649_LTR#LTR/Gypsy	307	4729	15.40	7	25
TE_00002650_LTR#LTR/unknown	3791	4528505	1194.54	20	8399
TE_00002651#DNA/Helitron	3064	27228	8.89	0	107
TE_00002652_INT#LTR/Gypsy	1575	12723115	8078.17	0	17597
TE_00002653#DNA/DTT	954	5906	6.19	0	71
TE_00002654_INT#LTR/unknown	806	2645407	3282.14	0	5360
TE_00002655_LTR#LTR/unknown	367	262120	714.22	118	1126
TE_00002656_LTR#LTR/Gypsy	1045	1411937	1351.14	107	2718
TE_00002657_INT#LTR/unknown	118	1972	16.71	0	23
TE_00002658_INT#LTR/Gypsy	12218	4914374	402.22	4	4274
TE_00002659#DNA/DTA	671	16344	24.36	6	46
TE_00002660#DNA/DTM	1292	62300	48.22	4	164
TE_00002661#MITE/DTH	297	12916	43.49	9	90
TE_00002662#DNA/DTT	4013	1386145	345.41	0	2936
TE_00002663#DNA/DTH	1431	214465	149.87	5	447
TE_00002664#DNA/DTH	1126	53026	47.09	1	238
TE_00002665#MITE/DTA	165	1936	11.73	1	19
TE_00002666#DNA/DTA	703	29527	42.00	5	82
TE_00002667#DNA/Helitron	1187	82830	69.78	0	738
TE_00002668#DNA/Helitron	5184	81025	15.63	0	123
TE_00002669#DNA/Helitron	1425	90169	63.28	1	335
TE_00002670#DNA/DTT	1614	39460	24.45	0	113
TE_00002671_LTR#LTR/Copia	135	32734	242.47	154	372
TE_00002672_INT#LTR/unknown	1856	166940	89.95	1	445
TE_00002673_INT#LTR/Gypsy	603	140352	232.76	6	688
TE_00002674#MITE/DTA	196	4577	23.35	4	80
TE_00002675_INT#LTR/unknown	5273	600150	113.82	2	877
TE_00002676#DNA/DTM	2399	36236	15.10	0	54
TE_00002677_LTR#LTR/Gypsy	540	1744409	3230.39	144	8031
TE_00002678#DNA/DTM	2152	52528	24.41	0	90
TE_00002679#DNA/DTC	4865	217602	44.73	0	178
TE_00002680#DNA/DTT	4203	91584	21.79	0	405
TE_00002681#DNA/DTT	1508	99372	65.90	0	254
TE_00002682#DNA/DTH	935	36295	38.82	0	173
TE_00002683_INT#LTR/Gypsy	114	7995	70.13	0	194
TE_00002684_INT#LTR/Copia	106	85487	806.48	3	1342
TE_00002685_INT#LTR/Gypsy	633	2147198	3392.10	0	9897
TE_00002686_INT#LTR/unknown	2948	4955477	1680.96	0	7607
TE_00002687_INT#LTR/unknown	91	1378	15.14	0	31
TE_00002688#MITE/DTT	390	2596	6.66	2	27
TE_00002689_INT#LTR/unknown	1022	196727	192.49	15	366
TE_00002690#DNA/DTM	1123	10368	9.23	3	71
TE_00002691_LTR#LTR/unknown	620	7533177	12150.29	5206	24103
TE_00002692#DNA/DTC	3537	3839756	1085.60	34	3513
TE_00002693#DNA/DTC	693	174913	252.40	1	2109
TE_00002694#DNA/DTT	1817	14421	7.94	0	194
TE_00002695_INT#LTR/Gypsy	960	6717838	6997.75	54	19739
TE_00002696_LTR#LTR/Gypsy	1159	4151277	3581.77	0	7037
TE_00002697#DNA/DTH	1099	146013	132.86	0	362
TE_00002698_INT#LTR/Gypsy	442	806772	1825.28	2	3784
TE_00002699#DNA/DTM	845	4415	5.22	0	28
TE_00002700_INT#LTR/Copia	1922	2315419	1204.69	0	7098
TE_00002701_INT#LTR/unknown	4754	233378	49.09	0	167
TE_00002702_INT#LTR/Gypsy	733	898191	1225.36	0	3187
TE_00002703#DNA/DTT	3921	24978848	6370.53	2	14006
TE_00002704_INT#LTR/Gypsy	6604	6766952	1024.67	2	6175
TE_00002705_INT#LTR/Gypsy	647	300342	464.21	0	866
TE_00002706_INT#LTR/unknown	5331	439850	82.51	1	552
TE_00002707#MITE/DTT	365	21592	59.16	1	212
TE_00002708_INT#LTR/Gypsy	414	1455505	3515.71	3	5881
TE_00002709#DNA/DTM	815	5462	6.70	0	29
TE_00002710#DNA/DTT	845	474712	561.79	10	1860
TE_00002711#DNA/Helitron	1065	15875	14.91	0	67
TE_00002712#DNA/Helitron	518	3117214	6017.79	768	12894
TE_00002713#MITE/DTA	187	18933	101.25	0	169
TE_00002714_INT#LTR/Copia	4743	181182	38.20	5	155
TE_00002715_INT#LTR/Gypsy	11743	5738813	488.70	4	2375
TE_00002716#MITE/DTT	192	7072	36.83	4	88
TE_00002717_INT#LTR/Copia	5864	531256	90.60	1	400
TE_00002718#DNA/DTT	508	10254	20.19	0	145
TE_00002719_INT#LTR/Copia	4597	138855	30.21	0	93
TE_00002720#DNA/DTH	1768	70993	40.15	4	120
TE_00002721_INT#LTR/unknown	2248	6304167	2804.34	0	6811
TE_00002722_INT#LTR/Gypsy	539	1410843	2617.52	0	8078
TE_00002723#DNA/DTT	733	18350	25.03	1	221
TE_00002724_LTR#LTR/unknown	3890	2529951	650.37	3	3554
TE_00002725_INT#LTR/unknown	166	112540	677.95	5	1843
TE_00002726#DNA/DTM	587	15820	26.95	3	57
TE_00002727#DNA/Helitron	1383	7686	5.56	0	36
TE_00002728_LTR#LTR/Copia	1533	23330324	15218.74	0	57774
TE_00002729_INT#LTR/unknown	5483	329860	60.16	3	370
TE_00002730_INT#LTR/Gypsy	1494	511866	342.61	0	1435
TE_00002731#DNA/DTC	261	9224	35.34	0	190
TE_00002732#DNA/DTT	1528	5747	3.76	0	17
TE_00002733#MITE/DTT	105	36592	348.50	213	521
TE_00002734#DNA/DTM	2491	87334	35.06	0	397
TE_00002735_INT#LTR/unknown	4982	419779	84.26	0	977
TE_00002736_INT#LTR/Gypsy	1270	1325050	1043.35	0	2375
TE_00002737#MITE/DTM	209	62735	300.17	5	492
TE_00002738#DNA/DTC	3514	340037	96.77	3	847
TE_00002739_LTR#LTR/Gypsy	3993	3595547	900.46	14	5559
TE_00002740_INT#LTR/unknown	118	3470	29.41	0	96
TE_00002741_INT#LTR/Gypsy	4800	818956	170.62	8	532
TE_00002742_INT#LTR/unknown	5476	969059	176.96	1	890
TE_00002743_INT#LTR/Gypsy	591	11708657	19811.60	0	28375
TE_00002744#DNA/DTC	114	10985	96.36	35	167
TE_00002745#DNA/DTH	1146	170260	148.57	0	384
TE_00002746_INT#LTR/Gypsy	3171	46594	14.69	0	186
TE_00002747#DNA/DTC	4329	1499979	346.50	3	1184
TE_00002748_INT#LTR/Copia	169	25659	151.83	0	249
TE_00002749#DNA/DTM	1683	30906	18.36	1	54
TE_00002750_INT#LTR/unknown	803	23250	28.95	0	61
TE_00002751_INT#LTR/Gypsy	6375	3863087	605.97	2	2125
TE_00002752_LTR#LTR/Gypsy	356	31132725	87451.47	34780	123352
TE_00002753_LTR#LTR/Copia	177	2791	15.77	4	32
TE_00002754_INT#LTR/Copia	851	20947829	24615.55	15379	27188
TE_00002755#MITE/DTT	96	8050	83.85	6	214
TE_00002756_INT#LTR/Copia	163	46226	283.60	0	623
TE_00002757_LTR#LTR/Copia	678	14133041	20845.19	1271	47956
TE_00002758#DNA/DTT	670	6035	9.01	2	15
TE_00002759#DNA/DTT	736	41265	56.07	1	671
TE_00002760_INT#LTR/unknown	417	1498155	3592.70	394	5327
TE_00002761_INT#LTR/Gypsy	1618	47890	29.60	0	232
TE_00002762#DNA/DTT	3806	21900	5.75	0	44
TE_00002763#DNA/Helitron	4109	169004	41.13	0	253
TE_00002764#DNA/DTA	665	9186	13.81	0	169
TE_00002765#DNA/Helitron	9054	1000248	110.48	0	2304
TE_00002766_INT#LTR/Gypsy	2127	723853	340.32	2	734
TE_00002767#MITE/DTM	400	45271	113.18	8	235
TE_00002768#DNA/DTH	789	47667	60.41	24	84
TE_00002769#MITE/DTT	148	2413	16.30	0	49
TE_00002770#DNA/DTC	3349	71155	21.25	1	92
TE_00002771_LTR#LTR/Copia	143	130298	911.17	492	1005
TE_00002772#DNA/DTH	2548	516959	202.89	0	1151
TE_00002773#DNA/DTC	421	212871	505.63	1	905
TE_00002774#DNA/DTM	1203	71884	59.75	14	245
TE_00002775#DNA/DTM	386	6360	16.48	1	54
TE_00002776#DNA/Helitron	2351	36968	15.72	0	61
TE_00002777#MITE/DTM	340	35096	103.22	24	227
TE_00002778_INT#LTR/Copia	4443	530504	119.40	2	571
TE_00002779_INT#LTR/Gypsy	1198	6089549	5083.10	0	12630
TE_00002780_INT#LTR/Gypsy	322	369048	1146.11	0	1796
TE_00002781_INT#LTR/Gypsy	1946	7030130	3612.61	1	17307
TE_00002782_INT#LTR/Gypsy	6093	4572534	750.46	20	2161
TE_00002783#MITE/DTT	486	2306928	4746.77	6	10521
TE_00002784_INT#LTR/Gypsy	6971	10868581	1559.11	36	4813
TE_00002785_INT#LTR/Gypsy	4269	3533028	827.60	0	1303
TE_00002786_INT#LTR/unknown	1525	2913330	1910.38	0	5910
TE_00002787_LTR#LTR/Copia	139	11193	80.53	49	96
TE_00002788_LTR#LTR/unknown	1106	385354	348.42	5	3613
TE_00002789_LTR#LTR/Copia	171	17810	104.15	44	141
TE_00002790_INT#LTR/unknown	3626	13917101	3838.14	0	14474
TE_00002791#MITE/DTA	570	200464	351.69	178	461
TE_00002792_INT#LTR/Gypsy	3045	6194478	2034.31	16	4522
TE_00002793_INT#LTR/Copia	5144	156794	30.48	1	303
TE_00002794#DNA/DTT	1472	6923	4.70	0	17
TE_00002795#MITE/DTC	366	48054	131.30	20	162
TE_00002796_LTR#LTR/Copia	1388	7758606	5589.77	159	16494
TE_00002797_LTR#LTR/Gypsy	557	1849439	3320.36	836	8088
TE_00002798_LTR#LTR/unknown	3862	4954079	1282.78	12	6418
TE_00002799_INT#LTR/Gypsy	122	6840	56.07	0	103
TE_00002800#DNA/DTC	1482	154018	103.93	27	254
TE_00002801#MITE/DTT	86	3186	37.05	0	67
TE_00002802_INT#LTR/Gypsy	11806	7289709	617.46	2	2129
TE_00002803#DNA/DTC	3497	1233343	352.69	1	2979
TE_00002804#DNA/DTT	1310	17517	13.37	0	119
TE_00002805_INT#LTR/Gypsy	3183	6444093	2024.53	0	9255
TE_00002806#DNA/DTT	3929	67398	17.15	0	320
TE_00002807#DNA/DTT	1653	129062	78.08	1	397
TE_00002808#MITE/DTT	80	122276	1528.45	1293	2636
TE_00002809_LTR#LTR/Copia	344	102253	297.25	71	412
TE_00002810_LTR#LTR/unknown	3726	8474405	2274.40	8	9890
TE_00002811#DNA/DTA	721	14881	20.64	0	33
TE_00002812_INT#LTR/unknown	803	7759	9.66	0	24
TE_00002813#DNA/DTM	663	6131	9.25	2	24
TE_00002814_INT#LTR/unknown	1987	387294	194.91	2	1049
TE_00002815#DNA/DTT	336	134747	401.03	1	674
TE_00002816#DNA/DTC	4081	715523	175.33	0	955
TE_00002817_INT#LTR/Gypsy	282	10840	38.44	0	83
TE_00002818#DNA/Helitron	1177	13203	11.22	0	55
TE_00002819_INT#LTR/Gypsy	535	756986	1414.93	0	3827
TE_00002820_INT#LTR/unknown	871	8622105	9899.09	0	28898
TE_00002821_INT#LTR/Gypsy	3470	1486420	428.36	0	1880
TE_00002822_INT#LTR/Copia	7719	11995561	1554.03	3	6772
TE_00002823#MITE/DTC	228	16062	70.45	1	147
TE_00002824#DNA/DTT	2374	11807	4.97	0	59
TE_00002825_INT#LTR/unknown	5418	316226	58.37	0	406
TE_00002826#DNA/DTH	831	96896	116.60	17	329
TE_00002827_INT#LTR/unknown	1562	4453044	2850.86	76	5680
TE_00002828_INT#LTR/unknown	806	7247955	8992.50	9	20082
TE_00002829#MITE/DTT	403	195777	485.80	22	1834
TE_00002830_INT#LTR/Gypsy	524	112527	214.75	0	685
TE_00002831#DNA/Helitron	1570	32444	20.66	0	290
TE_00002832#DNA/DTT	1410	95332	67.61	1	330
TE_00002833_INT#LTR/unknown	908	776350	855.01	8	4215
TE_00002834#MITE/DTM	309	31194	100.95	31	179
TE_00002835#DNA/DTM	1341	39822	29.70	0	154
TE_00002836_INT#LTR/Copia	4816	309935	64.36	4	350
TE_00002837_INT#LTR/Gypsy	1649	442685	268.46	0	452
TE_00002838_LTR#LTR/Copia	200	2961	14.80	6	18
TE_00002839_INT#LTR/unknown	2975	57048	19.18	4	49
TE_00002840#DNA/DTC	4193	23717672	5656.49	95	10120
TE_00002841_INT#LTR/Gypsy	2441	2506766	1026.94	0	5098
TE_00002842#MITE/DTC	586	3258	5.56	1	11
TE_00002843#MITE/DTT	318	160713	505.39	112	752
TE_00002844_INT#LTR/Gypsy	2218	2095670	944.85	0	6421
TE_00002845_LTR#LTR/Copia	376	17196	45.73	6	88
TE_00002846_LTR#LTR/Copia	255	5510	21.61	0	52
TE_00002847_INT#LTR/Gypsy	6147	10839269	1763.34	12	8372
TE_00002848_LTR#LTR/Copia	1017	902828	887.74	20	1615
TE_00002849_INT#LTR/Gypsy	3098	2071535	668.67	0	2029
TE_00002850#DNA/Helitron	2663	322296	121.03	0	490
TE_00002851#MITE/DTM	167	2867	17.17	1	40
TE_00002852#MITE/DTH	456	5449	11.95	1	26
TE_00002853#DNA/DTC	3876	3018132	778.67	3	5925
TE_00002854_INT#LTR/unknown	713	4289979	6016.80	0	27415
TE_00002855#DNA/DTT	1237	316943	256.22	0	2983
TE_00002856#MITE/DTH	364	2141	5.88	0	10
TE_00002857#MITE/DTM	214	1212	5.66	2	9
TE_00002858#DNA/Helitron	1005	6972	6.94	2	27
TE_00002859_LTR#LTR/Gypsy	308	3593	11.67	4	18
TE_00002860_INT#LTR/Copia	8875	10863767	1224.09	3	5491
TE_00002861_INT#LTR/Gypsy	416	194613	467.82	0	1187
TE_00002862_INT#LTR/unknown	472	1601495	3393.00	0	13653
TE_00002863#MITE/DTH	535	5094	9.52	3	48
TE_00002864#DNA/DTA	3037	304077	100.12	0	668
TE_00002865#DNA/Helitron	1247	188849	151.44	8	398
TE_00002866#DNA/DTT	1798	45920	25.54	0	228
TE_00002867_LTR#LTR/Gypsy	876	198515	226.62	29	514
TE_00002868#DNA/DTA	1320	21838	16.54	1	87
TE_00002869_INT#LTR/Gypsy	731	859787	1176.18	7	2146
TE_00002870#DNA/DTH	1099	21278	19.36	2	68
TE_00002871#MITE/DTA	172	1430	8.31	0	14
TE_00002872#DNA/Helitron	829	662658	799.35	5	4318
TE_00002873#MITE/DTT	406	13004	32.03	4	189
TE_00002874#DNA/DTM	694	42429	61.14	11	126
TE_00002875_INT#LTR/Copia	4603	695826	151.17	13	269
TE_00002876#MITE/DTA	299	308	1.03	0	3
TE_00002877_INT#LTR/Copia	4508	2872355	637.17	67	884
TE_00002878#MITE/DTH	588	13908	23.65	11	37
TE_00002879_INT#LTR/unknown	378	1028858	2721.85	0	4567
TE_00002880_INT#LTR/Copia	4514	323951	71.77	1	186
TE_00002881_INT#LTR/Gypsy	370	199283	538.60	0	877
TE_00002882_LTR#LTR/Copia	270	10289	38.11	30	48
TE_00002883#DNA/Helitron	1839	32806	17.84	1	153
TE_00002884#MITE/DTA	169	2885	17.07	1	62
TE_00002885#DNA/DTC	132	1891	14.33	0	43
TE_00002886#DNA/DTT	3792	94149	24.83	3	85
TE_00002887_INT#LTR/unknown	2048	1964683	959.32	0	4406
TE_00002888_INT#LTR/unknown	3467	2909607	839.23	0	10464
TE_00002889#DNA/DTM	1637	98744	60.32	11	177
TE_00002890#MITE/DTM	141	14186	100.61	9	246
TE_00002891#MITE/DTC	108	216	2.00	0	4
TE_00002892_LTR#LTR/Copia	1447	870334	601.47	46	1432
TE_00002893_INT#LTR/unknown	550	134954	245.37	5	507
TE_00002894_LTR#LTR/unknown	4315	4554987	1055.62	3	13320
TE_00002895_INT#LTR/Gypsy	11421	17454301	1528.26	9	8602
TE_00002896#DNA/DTC	3227	97200	30.12	4	159
TE_00002897#DNA/DTM	613	2853	4.65	0	13
TE_00002898_INT#LTR/Gypsy	6374	1582580	248.29	7	1278
TE_00002899#DNA/DTA	4423	210527	47.60	13	216
TE_00002900#MITE/DTT	241	94952	393.99	2	1157
TE_00002901#DNA/DTH	2010	1142368	568.34	30	1460
TE_00002902#DNA/DTA	1096	16906	15.43	1	110
TE_00002903_INT#LTR/Gypsy	95	770	8.11	0	14
TE_00002904#MITE/DTT	296	37587	126.98	1	522
TE_00002905_INT#LTR/unknown	195	14454	74.12	0	242
TE_00002906#MITE/DTA	83	650	7.83	5	9
TE_00002907#DNA/DTC	2289	3533524	1543.70	28	6185
TE_00002908_INT#LTR/unknown	124	113193	912.85	0	2055
TE_00002909#MITE/DTT	299	102819	343.88	20	586
TE_00002910#DNA/DTM	1237	99672	80.58	0	411
TE_00002911#MITE/DTM	263	5832	22.17	2	51
TE_00002912_INT#LTR/unknown	5565	982416	176.53	3	1102
TE_00002913#DNA/DTT	738	15650	21.21	0	73
TE_00002914#DNA/DTT	3933	25157	6.40	0	71
TE_00002915_INT#LTR/Gypsy	9083	6443950	709.45	4	3943
TE_00002916_LTR#LTR/Gypsy	320	12207	38.15	15	60
TE_00002917_INT#LTR/unknown	5990	406168	67.81	0	346
TE_00002918_INT#LTR/Copia	1910	1628284	852.50	0	2333
TE_00002919_INT#LTR/unknown	5173	227981	44.07	0	193
TE_00002920_LTR#LTR/Copia	416	9876	23.74	6	56
TE_00002921#DNA/DTT	1745	14308	8.20	0	111
TE_00002922#DNA/DTM	2362	84890	35.94	0	243
TE_00002923#MITE/DTA	154	3261	21.18	3	65
TE_00002924#DNA/DTC	1828	414148	226.56	1	558
TE_00002925#MITE/DTA	497	32708	65.81	17	115
TE_00002926#MITE/DTH	493	10986	22.28	4	58
TE_00002927#DNA/DTC	1442	431220	299.04	0	2550
TE_00002928_LTR#LTR/Gypsy	875	17671090	20195.53	2338	49501
TE_00002929#MITE/DTM	371	26253	70.76	0	284
TE_00002930_INT#LTR/unknown	690	1587729	2301.06	0	10524
TE_00002931#DNA/DTC	359	4103	11.43	0	24
TE_00002932_INT#LTR/unknown	888	599923	675.59	1	2224
TE_00002933_INT#LTR/unknown	201	9949	49.50	0	73
TE_00002934#DNA/DTM	1113	31167	28.00	9	68
TE_00002935_INT#LTR/unknown	696	346213	497.43	0	1263
TE_00002936_INT#LTR/Gypsy	3414	1430724	419.08	0	1112
TE_00002937_INT#LTR/Copia	135	1272942	9429.20	0	15031
TE_00002938_INT#LTR/unknown	5171	320241	61.93	5	257
TE_00002939_INT#LTR/Copia	5429	235888	43.45	0	375
TE_00002940_INT#LTR/Copia	2355	206808	87.82	0	373
TE_00002941#DNA/DTA	666	71811	107.82	12	284
TE_00002942_INT#LTR/Copia	1493	13663355	9151.61	5	53065
TE_00002943_LTR#LTR/Gypsy	341	11977	35.12	8	53
TE_00002944_INT#LTR/Gypsy	2860	3994381	1396.64	1	5199
TE_00002945#DNA/DTA	115	1775	15.43	0	26
TE_00002946#DNA/Helitron	2295	35610	15.52	0	50
TE_00002947_LTR#LTR/Copia	136	6251	45.96	10	72
TE_00002948_INT#LTR/Copia	254	912	3.59	0	8
TE_00002949_INT#LTR/Gypsy	6504	2431747	373.88	55	731
TE_00002950_INT#LTR/unknown	4538	2053219	452.45	2	2262
TE_00002951#MITE/DTA	190	5041	26.53	9	33
TE_00002952_INT#LTR/unknown	134	1509	11.26	0	31
TE_00002953#DNA/DTT	2749	4752726	1728.89	11	5781
TE_00002954#MITE/DTT	361	8297	22.98	0	101
TE_00002955#MITE/DTT	80	83	1.04	0	2
TE_00002956_LTR#LTR/Gypsy	288	6264	21.75	10	27
TE_00002957_INT#LTR/Copia	1682	2392349	1422.32	0	5531
TE_00002958#DNA/DTC	3377	10619762	3144.73	0	10813
TE_00002959_INT#LTR/Gypsy	5263	3207436	609.43	0	1972
TE_00002960#DNA/DTT	502	12373	24.65	0	144
TE_00002961_INT#LTR/Copia	2674	82430	30.83	0	97
TE_00002962_LTR#LTR/unknown	386	1396108	3616.86	199	5026
TE_00002963#MITE/DTT	187	161791	865.19	34	1789
TE_00002964#DNA/DTM	1543	66481	43.09	1	75
TE_00002965#DNA/DTC	4108	47441	11.55	0	63
TE_00002966_INT#LTR/unknown	1895	5747331	3032.89	0	25384
TE_00002967#DNA/DTA	635	22050	34.72	3	135
TE_00002968#MITE/DTT	284	19508	68.69	3	146
TE_00002969_INT#LTR/Gypsy	5220	3129225	599.47	7	2683
TE_00002970_LTR#LTR/unknown	377	5083152	13483.16	9	59007
TE_00002971_LTR#LTR/unknown	133	31283	235.21	54	268
TE_00002972#DNA/DTC	898	152344	169.65	0	1184
TE_00002973#DNA/DTM	1461	16468	11.27	2	56
TE_00002974#DNA/DTA	686	178943	260.85	86	325
TE_00002975#DNA/DTH	2403	49557	20.62	0	99
TE_00002976_INT#LTR/unknown	424	42630	100.54	0	234
TE_00002977#DNA/Helitron	719	1754	2.44	0	19
TE_00002978#DNA/DTC	2696	275019	102.01	0	191
TE_00002979#DNA/DTT	1939	25250	13.02	1	60
TE_00002980#DNA/Helitron	984	30743	31.24	4	93
TE_00002981#MITE/DTT	300	407	1.36	0	4
TE_00002982_INT#LTR/unknown	211	529591	2509.91	144	5008
TE_00002983#DNA/DTC	3756	325038	86.54	0	875
TE_00002984_INT#LTR/Gypsy	148	17306288	116934.38	0	444955
TE_00002985#DNA/DTM	2551	71105	27.87	0	228
TE_00002986_LTR#LTR/unknown	159	49825	313.36	68	505
TE_00002987#DNA/DTC	1343	569004	423.68	0	3109
TE_00002988_INT#LTR/Copia	175	130796	747.41	0	1818
TE_00002989_LTR#LTR/Gypsy	1158	784876	677.79	245	1304
TE_00002990_INT#LTR/unknown	382	818767	2143.37	0	3084
TE_00002991_INT#LTR/unknown	1158	2156862	1862.58	1	8156
TE_00002992#MITE/DTH	120	5508	45.90	16	86
TE_00002993#MITE/DTA	185	4749	25.67	6	49
TE_00002994#DNA/DTC	3325	88719	26.68	0	127
TE_00002995_INT#LTR/Copia	105	117885	1122.71	0	1185
TE_00002996#DNA/DTT	3471	38348	11.05	0	79
TE_00002997_INT#LTR/unknown	109	10868	99.71	1	119
TE_00002998_INT#LTR/Gypsy	2905	14114566	4858.71	0	109408
TE_00002999#DNA/Helitron	2010	34461	17.14	4	155
TE_00003000#DNA/Helitron	412	44972	109.16	7	306
TE_00003001_INT#LTR/Gypsy	582	1544373	2653.56	0	8128
TE_00003002_INT#LTR/Gypsy	1494	344578	230.64	0	522
TE_00003003#DNA/DTH	2354	1399314	594.44	21	1675
TE_00003004#DNA/Helitron	2085	802651	384.96	0	1249
TE_00003005_INT#LTR/Copia	3086	17354798	5623.72	2	9717
TE_00003006#DNA/DTT	1352	13009	9.62	1	68
TE_00003007#MITE/DTT	146	639	4.38	2	7
TE_00003008#DNA/DTT	2202	92131	41.84	0	149
TE_00003009#DNA/DTC	3748	778035	207.59	30	499
TE_00003010#MITE/DTM	413	67138	162.56	44	274
TE_00003011#MITE/DTM	360	33201	92.22	9	143
TE_00003012#DNA/DTH	1335	157765	118.18	2	463
TE_00003013_INT#LTR/Gypsy	3372	3110347	922.40	13	3306
TE_00003014#DNA/DTC	3930	657303	167.25	0	3909
TE_00003015#DNA/DTM	1145	14887	13.00	2	33
TE_00003016#DNA/Helitron	580	7644	13.18	1	48
TE_00003017#DNA/DTC	3222	18116521	5622.76	1	19412
TE_00003018_INT#LTR/unknown	5044	304979	60.46	0	278
TE_00003019#DNA/DTC	2325	671375	288.76	2	3144
TE_00003020_INT#LTR/Copia	4184	790493	188.93	3	250
TE_00003021_INT#LTR/Copia	394	8438	21.42	7	32
TE_00003022_INT#LTR/Gypsy	5170	41849643	8094.71	40	17198
TE_00003023#DNA/DTA	1095	42819	39.10	9	121
TE_00003024#DNA/DTT	3485	146951	42.17	0	305
TE_00003025#MITE/DTT	305	2828	9.27	1	15
TE_00003026_INT#LTR/Gypsy	7677	75420379	9824.20	150	17435
TE_00003027_INT#LTR/Gypsy	8348	8968384	1074.32	8	5346
TE_00003028#DNA/DTT	2984	34689	11.62	0	226
TE_00003029_INT#LTR/unknown	287	188569	657.03	0	1774
TE_00003030_INT#LTR/unknown	2224	1567837	704.96	0	1476
TE_00003031_LTR#LTR/unknown	3943	6559096	1663.48	6	7967
TE_00003032_INT#LTR/Copia	8682	12636466	1455.48	15	4622
TE_00003033#DNA/DTM	3390	1216725	358.92	0	3184
TE_00003034_INT#LTR/Copia	4399	98096	22.30	7	54
TE_00003035_INT#LTR/Gypsy	3294	6404970	1944.44	0	14091
TE_00003036_INT#LTR/unknown	5186	402307	77.58	4	289
TE_00003037_LTR#LTR/Gypsy	911	358387	393.40	73	1043
TE_00003038#MITE/DTT	188	69991	372.29	2	856
TE_00003039#DNA/Helitron	1376	28903	21.01	1	207
TE_00003040#DNA/DTH	1829	130317	71.25	1	208
TE_00003041_INT#LTR/Gypsy	807	2008636	2489.02	65	7694
TE_00003042_LTR#LTR/unknown	147	61737	419.98	10	608
TE_00003043_INT#LTR/unknown	6045	266052	44.01	2	521
TE_00003044#DNA/DTC	3054	706490	231.33	0	2865
TE_00003045#MITE/DTT	121	637	5.26	3	12
TE_00003046#MITE/DTT	291	208283	715.75	246	853
TE_00003047_INT#LTR/Gypsy	3788	1312583	346.51	0	1004
TE_00003048_LTR#LTR/unknown	369	92781	251.44	1	307
TE_00003049#MITE/DTT	104	6401	61.55	32	104
TE_00003050#DNA/DTH	851	59065	69.41	1	230
TE_00003051#DNA/DTC	1052	313843	298.33	1	705
TE_00003052#DNA/DTT	2319	11898	5.13	0	21
TE_00003053#MITE/DTT	238	10931	45.93	0	99
TE_00003054_INT#LTR/Gypsy	6299	4905183	778.72	0	2018
TE_00003055#MITE/DTM	182	27873	153.15	1	277
TE_00003056_INT#LTR/Copia	4384	105846	24.14	5	63
TE_00003057_INT#LTR/Gypsy	357	225159	630.70	0	901
TE_00003058#DNA/DTH	3339	1690624	506.33	1	2168
TE_00003059_LTR#LTR/Gypsy	99	422382	4266.48	1253	5322
TE_00003060_INT#LTR/Gypsy	4321	2581330	597.39	0	1942
TE_00003061_INT#LTR/unknown	3417	12621872	3693.85	55	15938
TE_00003062_LTR#LTR/Copia	248	15570	62.78	9	108
TE_00003063#DNA/DTC	1117	108003	96.69	2	253
TE_00003064_LTR#LTR/Gypsy	994	3150199	3169.21	50	6708
TE_00003065_INT#LTR/Gypsy	4567	7546219	1652.34	0	18795
TE_00003066#MITE/DTT	257	13487	52.48	32	69
TE_00003067#DNA/DTM	3324	752703	226.44	14	806
TE_00003068_INT#LTR/Gypsy	1781	498358	279.82	12	808
TE_00003069_LTR#LTR/Copia	238	10687	44.90	1	71
TE_00003070#DNA/Helitron	4141	76028	18.36	2	51
TE_00003071#DNA/Helitron	8694	60911	7.01	0	134
TE_00003072#DNA/DTA	737	24523	33.27	2	307
TE_00003073#DNA/Helitron	2577	140122	54.37	0	134
TE_00003074#DNA/DTC	1663	252453	151.81	2	456
TE_00003075_INT#LTR/unknown	234	160400	685.47	1	1170
TE_00003076_LTR#LTR/Gypsy	96	4221	43.97	1	140
TE_00003077_INT#LTR/Copia	8828	3676551	416.46	0	1306
TE_00003078#DNA/Helitron	489	4035878	8253.33	1125	14577
TE_00003079#MITE/DTT	265	1601	6.04	0	36
TE_00003080#DNA/DTC	4753	13984260	2942.20	3	18255
TE_00003081_LTR#LTR/unknown	3790	3160103	833.80	6	3633
TE_00003082_INT#LTR/Copia	5536	618739	111.77	0	426
TE_00003083#DNA/DTH	93	1174	12.62	0	32
TE_00003084#DNA/DTC	3918	1112749	284.01	8	2622
TE_00003085_LTR#LTR/unknown	991	900123	908.30	46	2355
TE_00003086#DNA/DTC	123	83	0.67	0	3
TE_00003087#MITE/DTT	173	220844	1276.55	328	1873
TE_00003088_LTR#LTR/unknown	4728	7072820	1495.94	28	4767
TE_00003089#DNA/DTC	154	936	6.08	0	20
TE_00003090_INT#LTR/unknown	4658	173640	37.28	1	146
TE_00003091#DNA/Helitron	1050	7995	7.61	0	58
TE_00003092_INT#LTR/unknown	308	698520	2267.92	0	4569
TE_00003093#DNA/DTH	1396	36854	26.40	1	136
